#timestamp x y z q_x q_y q_z q_w
1782559580.500815 -0.011474593661772 0.005017985010754 -0.002093447351885 -0.003176583662250 -0.002810816163130 -0.002570094594749 0.999987701545630
1782559580.600841 -0.007444985657094 0.003037349925824 -0.001889271760528 -0.003298008132986 -0.002930319799392 -0.002855715406820 0.999986190533523
1782559580.701747 -0.010986865737525 0.000954688419028 -0.002559842408246 -0.003291179894961 -0.003165063216522 -0.002625321718128 0.999986129001604
1782559580.800886 -0.017786970226516 -0.000732035139195 -0.003255442940890 -0.003106489760164 -0.003092845074292 -0.001563587601143 0.999989169553616
1782559580.901640 -0.020255067094162 0.000979970767519 -0.003256792289760 -0.003599695651066 -0.003129629249065 -0.001704270275155 0.999987171455121
1782559581.001691 -0.017173793984542 0.002625694862920 -0.002125574628600 -0.003395784336361 -0.003024476614608 -0.001664439448898 0.999988275346902
1782559581.101441 -0.013888924817627 0.001953434615865 -0.001788225002356 -0.003706151619736 -0.002965009379572 -0.002777102609270 0.999984880316023
1782559581.200907 -0.020307626013388 0.002074507200190 -0.003217494345765 -0.003494747729900 -0.003213958735951 -0.003698998886143 0.999981887143358
1782559581.301682 -0.025424375296815 0.003342067953688 -0.002734930706589 -0.002973248793072 -0.003687053038564 -0.001231395668390 0.999988024476401
1782559581.401757 -0.024229986411945 0.003614668296991 -0.002781223956248 -0.003558783382966 -0.003228600300984 -0.001512455124956 0.999987311759718
1782559581.501710 -0.026828188954992 0.000253436919968 -0.002386725786316 -0.003177352065414 -0.002950536162235 -0.001782316704282 0.999989010998309
1782559581.601651 -0.028440452500995 0.000128492971238 -0.002921650746695 -0.003301478540591 -0.003393782183029 -0.002723423290418 0.999985082612498
1782559581.701642 -0.024905225438903 0.001404030501133 -0.001746159765849 -0.003463026070933 -0.002919525205909 -0.002472260995428 0.999986685785654
1782559581.801764 -0.025246288748832 0.001455515197415 -0.001907385139591 -0.003404900141296 -0.003037497999317 -0.001873006736134 0.999987835979368
1782559581.901748 -0.024101043639085 0.001407395470373 -0.002315506199330 -0.003631096715695 -0.002919276240990 -0.002283474848616 0.999986539262148
1782559582.000727 -0.022814502966159 0.000732870433431 -0.000733130312439 -0.003235477493761 -0.002564794112395 -0.001394272767692 0.999990504714918
1782559582.101841 -0.021280514677257 0.001189447406582 -0.000814901354174 -0.003556210258573 -0.002961458976937 -0.003103809387785 0.999984474627785
1782559582.200935 -0.020266643926579 0.001977758693866 -0.001689560807180 -0.003250707977658 -0.002712564699256 -0.002665794071886 0.999987484137857
1782559582.300836 -0.017546800210845 -0.000012832773810 -0.001103458908602 -0.003651400780978 -0.002649213021829 -0.000957982387778 0.999989365549677
1782559582.401821 -0.017630375586100 0.000276658256260 -0.002122696467909 -0.003408730530184 -0.002986242929915 -0.002266814162160 0.999987162149040
1782559582.501652 -0.019249354210867 0.001324956550833 -0.001856990835624 -0.003895691049457 -0.002957508055560 -0.002619269660017 0.999984607963441
1782559582.600880 -0.015075480725463 0.002868981019426 -0.002766933579578 -0.003290431975509 -0.002827942218146 -0.002949747552553 0.999986237300095
1782559582.701682 -0.009412075224707 0.001706166587952 -0.002603551427438 -0.003097928492739 -0.002741647155130 -0.001666988415026 0.999990053630313
1782559582.800899 -0.007908527186256 0.000230635668669 -0.001297766774466 -0.003720696678381 -0.002498375499293 -0.003502170601940 0.999983824537761
1782559582.900830 -0.011102428235406 0.003102319748346 -0.001704842701417 -0.003212438336643 -0.002763095908329 -0.003174004433880 0.999985985520192
1782559583.001836 -0.013096687834919 0.002307243835785 -0.002094273910163 -0.003280092671531 -0.003159653622511 -0.001765057054061 0.999988071006175
1782559583.101679 -0.010087904364522 0.001265873661661 -0.001944463161779 -0.003467650657186 -0.002949455909930 -0.002212861234215 0.999987189594905
1782559583.200905 -0.010574833649247 0.001237770457350 -0.001067599480124 -0.003479275012688 -0.002617375527126 -0.002520477759542 0.999987345511233
1782559583.301771 -0.013312878470809 0.005113348947347 -0.002824886192912 -0.003304860852273 -0.002868458064522 -0.003685468829703 0.999983633447362
1782559583.400941 -0.008594328977782 0.003414794324550 -0.002000990478158 -0.003438149326851 -0.002719651048706 -0.004076858753346 0.999982080764494
1782559583.500339 -0.011746569357913 0.003682596637569 -0.002612376032664 -0.003684542397050 -0.003025600418324 -0.004361080337380 0.999979125215984
1782559583.601723 -0.015512716650288 0.002696691244192 -0.003051834719550 -0.003066544765560 -0.003046259600587 -0.002097773805451 0.999988457908745
1782559583.701829 -0.016281514993876 0.002089385238489 -0.002789786391217 -0.002999631021894 -0.002801466630225 -0.002029885996815 0.999989516725697
1782559583.800857 -0.019476128990781 0.001316824997499 -0.002346396354172 -0.003449711486873 -0.003312309691112 -0.001260992913579 0.999987768921221
1782559583.901769 -0.011765668989665 0.002892638469204 -0.002000330536845 -0.003575719356532 -0.002563665817135 -0.002038429689390 0.999988243257422
1782559584.000942 -0.017743799136454 0.004016255017270 -0.002064329821184 -0.003426529602102 -0.003087017493784 -0.001121251304859 0.999988735943257
1782559584.100801 -0.023541913616401 -0.001154624358042 -0.001963235449242 -0.003443430787887 -0.003437102064616 -0.001132812714765 0.999987522846741
1782559584.200252 -0.028618810636121 -0.001172350041555 -0.003162142410903 -0.003022413573164 -0.003331046492663 -0.000826730489759 0.999989542776401
1782559584.301705 -0.031614586556013 -0.002068153192408 -0.004000073834888 -0.003141902217688 -0.003245142547108 -0.001963554914999 0.999987870902644
1782559584.405638 -0.030147462408828 -0.000731555964062 -0.002910792586442 -0.003282885061867 -0.002967525966486 -0.001158575387005 0.999989537024455
1782559584.501756 -0.028578353570822 0.001191664212957 -0.002298627237019 -0.003593463709901 -0.003291253705376 -0.000903532017363 0.999987719073344
1782559584.600879 -0.025268484915126 0.001549458888208 -0.001557934421864 -0.003371808231745 -0.002854762072521 -0.002225690457277 0.999987763697511
1782559584.700814 -0.029073440361612 0.001656489635441 -0.002497609863583 -0.003571237513141 -0.003232859386054 -0.001365434656070 0.999987465156948
1782559584.800733 -0.027224258358840 0.001242169301794 -0.001994200929250 -0.003383314904524 -0.002928661294012 -0.000515064405537 0.999989855364515
1782559584.900904 -0.027685867093440 0.001582189151579 -0.001928515421408 -0.003266601201149 -0.002564212796701 -0.002851855797731 0.999987310443407
1782559585.000818 -0.025695588205588 0.002925075029117 -0.003222791549151 -0.003146549009047 -0.002623039573555 -0.002059560997490 0.999989488495369
1782559585.101779 -0.025102145610810 0.001498931806648 -0.001514288219725 -0.003422961029291 -0.002797872504377 -0.001986580047434 0.999988254304499
1782559585.200760 -0.022675941847141 0.001304713630386 -0.000826221230091 -0.003459050244603 -0.002796736482130 -0.001407536906531 0.999989115978926
1782559585.300842 -0.018872350560636 0.000182094200076 -0.000957483106523 -0.003462933575402 -0.002468396429824 -0.000772944877227 0.999990658789540
1782559585.400902 -0.021872384988772 -0.000963861144190 -0.001409851638524 -0.003564732403233 -0.002704623835775 -0.000829026867969 0.999989645150017
1782559585.501749 -0.018497897437609 -0.002339001196030 -0.000319445363275 -0.003737938616653 -0.002668398784204 -0.002176654789698 0.999987084734976
1782559585.600945 -0.020505431500078 -0.001491959749897 -0.002190873085921 -0.003240616389940 -0.002918951279385 -0.002505126885716 0.999987351154069
1782559585.701830 -0.019903585695625 -0.000269855245048 -0.002808985742552 -0.003055611113266 -0.002969996972371 -0.002771677004535 0.999987079999184
1782559585.800955 -0.015516691409508 -0.000538748927991 -0.002905592143701 -0.003272959176971 -0.002704271038828 -0.002502184660217 0.999987856790424
1782559585.900789 -0.012812920252057 0.001390047111760 -0.002035563119755 -0.003363907675242 -0.002706144337788 -0.002539957555631 0.999987454683105
1782559586.001382 -0.009772580583529 0.001984180183745 -0.001535897507800 -0.003440869069128 -0.002419319323943 -0.001474323029669 0.999990066793498
1782559586.101861 -0.010970978006700 -0.000049982305982 -0.000633153306753 -0.003670014436029 -0.002464908606163 -0.002412678955305 0.999987317019503
1782559586.200908 -0.010704369053087 0.001275432723928 -0.001033315433076 -0.003851333043602 -0.002892557215886 -0.002014309038640 0.999986371359949
1782559586.301752 -0.009046181106128 0.004261986970123 -0.001421210870329 -0.003787946139952 -0.002473603797765 -0.001543596424453 0.999988574963921
1782559586.400831 -0.011658059336450 0.004161780832825 -0.002585810467255 -0.003439079995104 -0.002750031782900 -0.002828461471728 0.999986304836064
1782559586.500934 -0.012170434157307 0.004894502565465 -0.002474251086964 -0.003170760320460 -0.002801840589124 -0.002454168460128 0.999988036441174
1782559586.600229 -0.015245029401218 0.004210631790418 -0.001709045331171 -0.003584866629422 -0.002720998713235 -0.001505423590714 0.999988739235131
1782559586.700777 -0.016696493157159 0.003319365015799 -0.002055910554372 -0.003237512089860 -0.003166935199491 -0.002486900865229 0.999986652091416
1782559586.800931 -0.013704711320073 0.001552200523056 -0.000597955964913 -0.003496920521987 -0.002554783495313 -0.000672835474141 0.999990395914172
1782559586.901913 -0.013822906227592 0.000594655406119 -0.000028707964778 -0.003479883124857 -0.002600530113238 -0.002270337485019 0.999987986539976
1782559587.000847 -0.017298217897429 0.001442305409536 -0.000712774198405 -0.003308838526247 -0.002484026339239 -0.000267055625038 0.999991404904087
1782559587.101807 -0.019277842062597 0.002159906293146 -0.001118461283614 -0.003300288912116 -0.002562724401383 -0.002568618358094 0.999987971295891
1782559587.200945 -0.016562592261418 0.002271956420501 -0.000660649951254 -0.003500344922044 -0.002733912009472 -0.001520894621740 0.999988980034331
1782559587.300667 -0.017566581087518 0.000102692524873 -0.000019126542914 -0.003262582277845 -0.003005245984149 -0.001514696307206 0.999989014813940
1782559587.401701 -0.016746636821411 0.002566350654190 -0.001014119827460 -0.003211674539396 -0.002810103738301 -0.001313950396696 0.999990030949304
1782559587.501767 -0.011138096157446 0.003256806620160 -0.001085347848887 -0.003889628276173 -0.003091859353836 -0.001333497449330 0.999986766403518
1782559587.600801 -0.012712814564537 0.002101797705330 -0.000403260978251 -0.003615470534120 -0.002706296048136 -0.001219887480730 0.999989058044663
1782559587.700900 -0.008364004485194 0.000872557141629 -0.000687280866209 -0.003384456335311 -0.002752733040662 -0.002721525532978 0.999986780520071
1782559587.800901 -0.011801561094451 0.001196266844603 -0.001273608035484 -0.003247307778573 -0.002567550242505 -0.002529319249131 0.999988232541804
1782559587.900777 -0.007263666179725 0.000798787544780 -0.001048590990295 -0.003382060716132 -0.003149425775992 -0.002108990210883 0.999987097388204
1782559588.001856 -0.009963104171300 0.001605760327403 -0.001369534297439 -0.003073411811560 -0.003176047576188 -0.002410312397843 0.999987328547605
1782559588.101706 -0.014117724667196 -0.000071026667035 -0.001931733240398 -0.003221594659868 -0.002812105253574 -0.002206280030835 0.999988422793142
1782559588.201835 -0.014983796506401 -0.000702828984481 -0.002571485449852 -0.003594749676697 -0.003131732661172 -0.002326852477944 0.999985927792409
1782559588.301782 -0.014966227554003 0.000189942968408 -0.002357706557480 -0.003387183343631 -0.003041796779538 -0.002574426755862 0.999986323300587
1782559588.400840 -0.011819609933575 0.000774602485121 -0.001741988050429 -0.003444336250209 -0.002862178440786 -0.003001934530956 0.999985466330106
1782559588.500634 -0.012824382393625 -0.000014163742786 -0.001364335879753 -0.003408621016049 -0.002856736068301 -0.002740836804724 0.999986353994601
1782559588.601773 -0.014325034751726 -0.001749702855029 -0.000523578986487 -0.003373061629749 -0.002799046658617 -0.001020756470401 0.999989872873357
1782559588.700698 -0.014500569823849 0.001700050707504 -0.000762583505018 -0.003502168346419 -0.002826049604970 -0.001397678946203 0.999988897315398
1782559588.801862 -0.015687368292051 -0.001808967383361 -0.001006443133487 -0.003610307846532 -0.003085433521304 0.000517250268705 0.999988589049594
1782559588.900886 -0.012608859612638 -0.001136900383939 -0.001990524829566 -0.003476459303046 -0.002984261004764 0.000415123885603 0.999989417988575
1782559589.000802 -0.010593519422493 -0.002684347710742 -0.000697290652752 -0.003553161049287 -0.002704175802749 -0.002187439228895 0.999987638718301
1782559589.100919 -0.008479663549148 -0.002181519064724 0.000398938184827 -0.003677133768888 -0.002683283236728 -0.002849731502986 0.999985578750352
1782559589.200339 -0.010234122876358 -0.001368758898881 -0.001747459196143 -0.003343371515053 -0.002713634639894 -0.003801404441259 0.999983503553047
1782559589.300602 -0.010903145697026 0.000443214155022 -0.001471877909396 -0.003565719731355 -0.002824138455108 -0.002314068202593 0.999986977401774
1782559589.401799 -0.008669242722006 0.001733485269328 -0.002113374039987 -0.003599469607539 -0.002828798575666 -0.003213334139477 0.999984357978099
1782559589.501755 -0.011639988608391 0.001438329315896 -0.001708738575441 -0.003500375184858 -0.002726558038343 -0.003509463188204 0.999983998333453
1782559589.600858 -0.010598637632042 0.004292862139604 -0.001548236964823 -0.003609984410701 -0.002922932667219 -0.002154857492218 0.999986890447253
1782559589.700909 -0.010636121185440 0.004351633917041 -0.001865883600214 -0.003307726926074 -0.002956126317582 -0.002097966047090 0.999987959326632
1782559589.800957 -0.012374053050230 0.001667460891858 -0.002519628380336 -0.003298782087745 -0.002722056727828 -0.003216365518580 0.999985681615871
1782559589.900798 -0.013032184201978 0.001082700846246 -0.002904439202349 -0.003622575634474 -0.002837553055022 -0.003131303934056 0.999984509967082
1782559590.000635 -0.012737784173783 0.000605705008085 -0.002349111902434 -0.003468545806697 -0.002891732652051 -0.003036522917613 0.999985193190793
1782559590.100637 -0.008959666550652 -0.000161499694187 -0.001285642509893 -0.003711729074373 -0.002369021750711 -0.003042443613807 0.999985677067466
1782559590.200632 -0.016023676325079 0.001109465540940 -0.001733899475761 -0.003632902602550 -0.002950993029485 -0.002458157438219 0.999986025462771
1782559590.300641 -0.015939146119688 0.001678932330048 -0.000544214927195 -0.003556481288994 -0.002872629531292 -0.000417570592547 0.999989462482089
1782559590.401819 -0.017545964075306 0.001926311006846 -0.001334228269563 -0.003182590799118 -0.002852830740527 -0.001291360090343 0.999990032381168
1782559590.500882 -0.018134339095854 0.001401169986755 -0.001273781078194 -0.003449292762269 -0.002626562829369 -0.001429781118644 0.999989579582256
1782559590.600617 -0.017471337488885 -0.001989875326710 -0.001400884962232 -0.003466503120868 -0.002930474960978 -0.001824004147215 0.999988034269154
1782559590.700778 -0.018730525216596 -0.001821774347119 -0.001833013210922 -0.003115084405119 -0.003312164502664 -0.001481416630501 0.999988565544739
1782559590.800606 -0.016745552187727 -0.000918528456228 -0.001537809570504 -0.003617086990143 -0.002761855480977 -0.002630935128997 0.999986183412729
1782559590.900789 -0.022487724772790 -0.002019928650787 -0.001837576845843 -0.003242134714690 -0.002805535900344 -0.001665545515064 0.999989421688521
1782559591.000636 -0.021272472122530 0.000021556951424 -0.001146706947651 -0.003602333900136 -0.003213995916113 -0.000965159443866 0.999987880870549
1782559591.100777 -0.019357736793386 0.000830009546809 -0.001498552717326 -0.003091851113062 -0.003098498814868 -0.001791238057674 0.999988815551459
1782559591.200873 -0.027423883446443 0.002373830964528 -0.001419385247268 -0.003724997699914 -0.003168423504701 -0.002529476883332 0.999984843500804
1782559591.301860 -0.024948685770608 0.002294506567267 -0.002182633989486 -0.003182427495708 -0.003076348201156 -0.001899431387019 0.999988400131414
1782559591.400981 -0.022921375556244 0.001155990477866 -0.002620425505233 -0.002863513699613 -0.002935650302451 -0.000834639450314 0.999991242773446
1782559591.500896 -0.022386697844169 0.000296847900203 -0.001643352378428 -0.003802495452397 -0.002676374958599 -0.000638470827235 0.999988985139546
1782559591.601791 -0.021793220249711 -0.000699292109439 -0.000911513190424 -0.003453869973926 -0.003060036558899 -0.002952407704214 0.999984995011030
1782559591.700534 -0.023763194270937 -0.001679387872743 -0.000692268614483 -0.003276174800243 -0.003131162877834 -0.001380735501082 0.999988777970627
1782559591.800642 -0.019799893007826 -0.001472290636995 -0.000085795584971 -0.003584947992164 -0.002534663854267 -0.001582892683317 0.999989108979589
1782559591.900958 -0.019484688469639 -0.001846737879899 -0.000866484722645 -0.003387208407579 -0.003005170365448 -0.001453846336210 0.999988690986608
1782559592.000858 -0.016423916109940 -0.001184782072804 -0.001217851183483 -0.003522798340591 -0.002965005206130 -0.001660961220806 0.999988019850140
1782559592.101957 -0.008080056865800 -0.000839575922803 -0.000544058761271 -0.003330747025711 -0.002290381309624 -0.002552761891254 0.999988571776916
1782559592.200931 -0.007621712131915 0.001068336448388 0.000350978735617 -0.003602593597418 -0.002677426909777 -0.001052421758518 0.999989372500008
1782559592.300854 -0.005197978130732 0.000514430349803 0.000660679655218 -0.003369944869758 -0.002440484325590 -0.001822260476818 0.999989683384079
1782559592.400874 -0.006956389410256 0.002282683728113 0.000524976971997 -0.003179138311508 -0.002547893170230 -0.001556094652468 0.999990489899492
1782559592.501852 -0.007222734719052 -0.000807726455676 -0.000421779238965 -0.003247374292300 -0.002920570823836 -0.001368916367939 0.999989525392266
1782559592.600886 -0.009515920543340 -0.001754260765299 -0.001216837343882 -0.003433376173133 -0.002776017955830 -0.001147770248548 0.999989594083770
1782559592.701934 -0.011794456637600 0.000508156111803 -0.000634122552659 -0.003371896567309 -0.002738863805502 -0.001566843393317 0.999989336913339
1782559592.801010 -0.012280318985093 0.001121236893812 -0.000942104958853 -0.003442258620106 -0.002925867903469 -0.001621333776740 0.999988480648349
1782559592.900660 -0.014194071142422 0.003206967542345 -0.000740446661436 -0.003424679970825 -0.002875290160661 -0.001361374677053 0.999989075406618
1782559593.000636 -0.011935271275895 0.003615660999985 -0.001666535714258 -0.003144869718725 -0.003271751045855 -0.001102450975485 0.999989094961239
1782559593.100791 -0.014609811641930 0.004210085122340 -0.001097526512378 -0.003404980478112 -0.002723421441243 -0.000810468383726 0.999990166063947
1782559593.200914 -0.016220722301660 0.002469649947705 -0.001324481488423 -0.003398190437505 -0.002778131216288 -0.002249848970542 0.999987836160175
1782559593.301005 -0.012582817099436 0.002010186066262 -0.001718910497163 -0.003219868539810 -0.002550827853399 -0.001516993704379 0.999990412181013
1782559593.401877 -0.012773211304538 -0.000884601457833 -0.001142208243896 -0.003312722748748 -0.002645123047931 -0.001881042378936 0.999989245377980
1782559593.500844 -0.013268684420826 -0.001230824274909 -0.000640444032218 -0.003448461599268 -0.002840439344596 -0.002109560894807 0.999987794810397
1782559593.600638 -0.018420279630484 -0.003239806909750 -0.001110171391845 -0.003584489717011 -0.003078827772439 -0.002555853788096 0.999985569828102
1782559593.701901 -0.017879574429418 -0.003674476528563 -0.001815010712275 -0.003360182331542 -0.002797230480276 -0.001715663399041 0.999988970526898
1782559593.800902 -0.019208497957810 -0.004215239131572 -0.000643731526074 -0.003447588213983 -0.002829007390641 -0.002079145295310 0.999987893930489
1782559593.900638 -0.016420550054790 -0.001608097052390 -0.001649271160393 -0.003806237576557 -0.003059224693714 -0.001558665806014 0.999986862044043
1782559594.000302 -0.016279805479960 0.000325525616561 -0.001591667623407 -0.003278168183867 -0.003056568927894 -0.001459699992628 0.999988890076126
1782559594.100670 -0.013762760751224 0.000821176619066 -0.000505540015718 -0.003039536133514 -0.002898381304410 -0.000611017881325 0.999990993590972
1782559594.200683 -0.011404698127960 0.001677611797750 -0.001044272897775 -0.003027593087478 -0.003042835630199 -0.000343597360088 0.999990728343159
1782559594.300814 -0.009828869950807 0.000246853647952 -0.001793803972556 -0.003495805309728 -0.002706591599201 -0.001429247402840 0.999989205421247
1782559594.400897 -0.010151233504865 -0.000002518475157 -0.001660590155036 -0.003345495689073 -0.002910966619704 -0.002649910882922 0.999986655863091
1782559594.500650 -0.014375053493684 -0.000995714529171 -0.001443110104545 -0.003322466205805 -0.003127772988071 -0.001753318291823 0.999988051993331
1782559594.600644 -0.010360347905410 0.000418590085919 -0.001224480320518 -0.003728692724391 -0.002965511830240 -0.001700559302386 0.999987205262255
1782559594.700847 -0.009891675815751 0.001790092131862 -0.002363040896087 -0.003281823937923 -0.002754345363563 -0.002569752534089 0.999987519714710
1782559594.800648 -0.008147559494943 0.003869547758555 -0.001812807168413 -0.003263024075455 -0.003122559290115 -0.001911204039993 0.999987974725939
1782559594.900845 -0.009277874655731 0.004251593019193 -0.002079158622932 -0.003438250645660 -0.002788670705712 -0.003106585957371 0.999985375329002
1782559595.000858 -0.010802668903267 0.002710512722385 -0.002675320371256 -0.003317175609532 -0.003134430104806 -0.001438013677464 0.999988551839750
1782559595.100646 -0.013374477154606 0.002071380656796 -0.003180702742031 -0.003149025146648 -0.003163006394770 -0.001388295728465 0.999989075773403
1782559595.200933 -0.012406723440806 0.001409696472130 -0.002335045982883 -0.003450227497035 -0.003555826656625 -0.002778329049604 0.999983866327202
1782559595.300979 -0.012045458971978 0.001113554069289 -0.001140052454563 -0.003518860007443 -0.003073330026187 -0.002887393100473 0.999984917500201
1782559595.401001 -0.017379976277573 0.000352385712740 -0.001795963704767 -0.003521863059485 -0.002928690040607 -0.002513572749196 0.999986350510482
1782559595.501873 -0.015838260250299 0.000420833960077 -0.002271441643558 -0.003165651889110 -0.003126105292511 -0.001616902797273 0.999988795806814
1782559595.600909 -0.020154347607156 -0.001767518521099 -0.001684280059260 -0.003838066184116 -0.002951078172188 -0.001467032259059 0.999987204019101
1782559595.700695 -0.019413846016571 -0.000093102344109 -0.002081906667502 -0.003231908836859 -0.003121672670576 -0.001059887772436 0.999989343224677
1782559595.800955 -0.020085153018749 -0.000708707077822 -0.001726655892889 -0.003310884832922 -0.003140122143111 -0.000502182930220 0.999989462687911
1782559595.900896 -0.021971088036185 -0.000619199221886 -0.000717733603186 -0.003255091394160 -0.002860935768624 -0.001771043770524 0.999989041355209
1782559596.000635 -0.022523839959077 -0.000975919323793 -0.001203194169575 -0.003464536334451 -0.003045608015606 -0.001172393929340 0.999988673311993
1782559596.101854 -0.023191690855192 -0.000508039056550 -0.001342731028430 -0.003756658690852 -0.002693636383581 -0.001581222263602 0.999988065716121
1782559596.200650 -0.023612755108798 -0.001103797157925 -0.001625933068199 -0.003450158280400 -0.003244533042176 -0.001281301213944 0.999987963767753
1782559596.300723 -0.025773911897328 -0.003332996583888 -0.000953708423259 -0.003765623000749 -0.003241210124143 -0.001658605065617 0.999986281740697
1782559596.400672 -0.025043868517775 -0.003379849286401 -0.001605262637971 -0.003316106976849 -0.002816470229674 -0.002912962839223 0.999986292694785
1782559596.500572 -0.026845222534963 -0.003912095371030 -0.001023927816082 -0.003377796005858 -0.002733575131361 0.000013577229110 0.999990558893834
1782559596.600920 -0.026075189630141 -0.003191615043047 -0.000479026593839 -0.003755490519151 -0.002679059574034 -0.001270286771011 0.999988552585617
1782559596.700654 -0.021031223228476 -0.001434860588443 -0.000535567406929 -0.003739625421882 -0.002742308912722 -0.002017401408324 0.999987212435783
1782559596.800716 -0.019805959374873 0.000948638549759 -0.000250061370594 -0.003609508626780 -0.002360892567130 -0.002137012653989 0.999988415338236
1782559596.900973 -0.019021616743017 0.000052525286594 -0.000058059499161 -0.003425813243950 -0.002681223430180 -0.001398440431995 0.999989559549945
